NDB_No,FdGrp_cd,Long_Desc,Shrt_Desc,ComName,ManufacName,Survey,Ref_desc,Refuse,SciName,N_Factor,Pro_Factor,Fat_Factor,CHO_Factor
13438,1300,"Beef, round, top round, separable lean only, trimmed to 0"" fat, select, cooked, braised","BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD","URMIS #1553, London Broil, Cube steak, Minute Steak, Round Steak",nan,nan,"Connective tissue, 2%, separable fat, 2%",4,nan,6.25,4.27,9.02,3.87
13439,1300,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,LOIN,TNDRLN STEAK,BNLESS,L & F,0"" F,A GRDS,CKD,GRILLED","Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Connective tissue 1%,1,nan,6.25,4.27,9.02,3.87
13440,1300,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","BEEF,LOIN,TENDERLOIN STK,BNLESS,L & F,0"" F,CHOIC,CKD,GRLLED","URMIS # 2203, Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Connective tissue 1%,1,nan,6.25,4.27,9.02,3.87
13441,1300,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","BEEF,LOIN,TENDERLOIN STK,BNLESS,L & F,0"" FAT,SEL,CKD,GRILLED","URMIS #1388, Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Connective tissue 1%,1,nan,6.25,4.27,9.02,3.87
13442,1300,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,LOIN,TENDERLOIN STK,BNLESS,L,0"" F,ALL GRDS,CKD,GRILLED","Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Separable fat 1%,1,nan,6.25,nan,nan,nan
13443,1300,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRLLED","URMIS # 2203, Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Separable fat 1%,1,nan,6.25,4.27,9.02,3.87
13444,1300,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","BEEF,LOIN,TENDERLOIN STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","URMIS #1388, Filet Mignon, Tenderloin Steak, Beef Medallions",nan,nan,Separable fat 1%,1,nan,6.25,4.27,9.02,3.87
13445,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,LOIN,TOPLOINSTK,BNLS,LIPOFF,LN FT,0"" FT,ALLGRD,CKD,GRLD","Kansas City Strip, Boneless Strip Steak, Club Steak, New York Strip",nan,nan,Connective tissue 8%,8,nan,6.25,4.27,9.02,3.87
13446,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FT,0"" FT,CHC,CKD,GRLD","URMIS # 2219, Boneless Strip Steak, Kansas City Steak, New York Strip, Club Steak",nan,nan,Connective tissue 7%,7,nan,6.25,4.27,9.02,3.87
13447,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN FAT,0"" FT,SEL,CKD,GRLD","URMIS # 1404, Boneless Strip Steak, Kansas City Strip, New York Strip, Club Steak",nan,nan,Connective tissue 9%,9,nan,6.25,4.27,9.02,3.87
13448,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,LOIN,TOPLOINSTK,BNLS,LIP OFF,LN,0"" FT,ALL GRD,CKD,GRLD","Kansas City Strip, Club Steak, New York Strip",nan,nan,"Connective tissue 8%, separable fat 4%",12,nan,6.25,4.27,9.02,3.87
13449,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRLD","URMIS # 2219, Club Steak, Kansas City Strip, New York Strip",nan,nan,"Connective tissue 7%, separable fat 5%",12,nan,6.25,4.27,9.02,3.87
13450,1300,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled","BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN,0"" FAT,SEL,CKD,GRLD","URMIS # 1404, Club Steak, Kansas City Strip, New York Strip",nan,nan,"Connective tissue 9%, separable fat 4%",13,nan,6.25,4.27,9.02,3.87
13451,1300,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD","Sirloin strip, Sirloin steak",nan,Y,Bone and connective tissue,4,nan,6.25,4.27,9.02,3.87
13452,1300,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD","URMIS #2237, Sirloin Steak, Sirloin strip",nan,nan,Bone and connective tissue,3,nan,6.25,4.27,9.02,3.87
13453,1300,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD","URMIS #1422, Sirloin steak, Sirloin strip",nan,nan,Bone and connective tissue,4,nan,6.25,4.27,9.02,3.87
13454,1300,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD","Sirloin strip, Sirloin steak",nan,Y,"Bone and connective tissue, 3.8%, separable fat, 5.8%",10,nan,6.25,4.27,9.02,3.87
13455,1300,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD","URMIS #2237, Sirloin steak, Sirloin strip",nan,nan,"Bone and connective tissue 4%, sep fat 6%",10,nan,6.25,4.27,9.02,3.87
13456,1300,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD","URMIS #1422, Sirloin steak, Sirloin strip",nan,nan,"Bone and connective tissue 4%, sep fat 6%",10,nan,6.25,4.27,9.02,3.87
13459,1300,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",nan,nan,nan,"Bone and heavy connective tissue, 21%",21,nan,6.25,4.27,9.02,3.87
13460,1300,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled","BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",URMIS # 2145,nan,nan,"Bone and heavy connective tissue, 21%",21,nan,6.25,4.27,9.02,3.87
13463,1300,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled","BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",URMIS # 1330,nan,nan,"Bone and heavy connective tissue, 20%",20,nan,6.25,4.27,9.02,3.87
13464,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,RAW",Porterhouse Steak,nan,nan,"Bone and connective tissue 23%, Separable fat 12%",35,nan,6.25,4.27,9.02,3.87
13465,1300,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",Porterhouse Steak,nan,nan,"Bone and connective tissue 27%, separable fat 11%",38,nan,6.25,4.27,9.02,3.87
13466,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",nan,nan,nan,"Bone and heavy connective tissue, 21%, separable fat, 11%",32,nan,6.25,4.27,9.02,3.87
13467,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",URMIS # 2145,nan,nan,"Bone and heavy connective tissue, 21%, separable fat, 10%",31,nan,6.25,4.27,9.02,3.87
13468,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,RAW","Porterhouse Steak, URMIS # 1330",nan,nan,"Bone and connective tissue 24%, separable fat 13%",37,nan,6.25,4.27,9.02,3.87
13469,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","BEEF,SHRT LOIN,PRTRHS STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED","Porterhouse Steak, URMIS # 1330",nan,nan,"Bone and connective tissue 30%, separable fat 10%",40,nan,6.25,4.27,9.02,3.87
13470,1300,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD",URMIS # 1330,nan,nan,"Bone and heavy connective tissue, 20%, separable fat, 12%",32,nan,6.25,4.27,9.02,3.87
13473,1300,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled","BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",nan,nan,nan,"Bone and heavy connective tissue, 22%",22,nan,6.25,4.27,9.02,3.87
13474,1300,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled","BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",URMIS # 2184,nan,nan,"Bone and heavy connective tissue, 23%",23,nan,6.25,4.27,9.02,3.87
13477,1300,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled","BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",URMIS # 01369,nan,nan,"Bone and heavy connective tissue, 21%",21,nan,6.25,4.27,9.02,3.87
13478,1300,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW",T-Bone Steak,nan,nan,"Bone and connective tissue, 25%, separable fat, 14%",39,nan,6.25,4.27,9.02,3.87
13479,1300,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled","BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",T-Bone Steak,nan,nan,"Bone and connective tissue, 30%, separable fat, 13%",43,nan,6.25,4.27,9.02,3.87
13481,1300,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",URMIS # 2184,nan,nan,"Bone and heavy connective tissue, 22%, separable fat, 10%",32,nan,6.25,4.27,9.02,3.87
13482,1300,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW","T-Bone Steak, URMIS # 1369",nan,nan,"Bone and heavy connective tissue, 26%, Separable fat 14%",41,nan,6.25,4.27,9.02,3.87
13483,1300,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","BEEF,SHRT LN,T-BONE STK,BONE-IN,LN,1/8"" FAT,SEL,CKD,GRILLED","T-Bone Steak, URMIS # 1369",nan,nan,"Bone and connective tissue, 32%, separable fat, 12%",44,nan,6.25,4.27,9.02,3.87
13484,1300,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,SEL,CKD,BRLD",URMIS # 1369,nan,nan,"Bone and heavy connective tissue, 21%, separable fat, 8%",29,nan,6.25,4.27,9.02,3.87
13485,1300,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised","BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",URMIS #1623,nan,nan,Separable fat,1,nan,nan,4.27,9.02,3.87
13486,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",nan,nan,nan,Bone and connective tissue,4,nan,6.25,4.27,9.02,3.87
13487,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,RAW",URMIS # 2340,nan,nan,Bone and connective tissue,4,nan,6.25,4.27,9.02,3.87
13488,1300,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw","BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",URMIS #1525,nan,nan,Bone and connective tissue,3,nan,6.25,4.27,9.02,3.87
13490,1300,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled","BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",ribeye,nan,nan,"Bone and connective tissue 8%, sep fat 10%",18,nan,6.25,4.27,9.02,3.87
13491,1300,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",Top Round Steak,nan,Y,nan,0,nan,6.25,4.27,9.02,3.87
13492,1300,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED","URMIS #2368, Top Round Steak",nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13493,1300,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","URMIS #1553, Top Round Steak",nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13494,1300,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned","BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",Hamburger,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13495,1300,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked","BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",Hamburger,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13496,1300,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled","BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",Hamburger,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13497,1300,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled","BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",Hamburger,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13498,1300,"Beef, ground, 70% lean meat / 30% fat, raw","BEEF,GROUND,70% LN MEAT / 30% FAT,RAW",Hamburger,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13499,1300,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw","BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW","Beef, Chuck, Denver Cut (Serratus Ventralis Steaks), URMIS #1098",nan,nan,"Connective tissue 2%, seam fat 4%",6,nan,6.25,nan,nan,nan
13500,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI","Beef, Chuck, Top Blade Steak, URMIS #1144",nan,nan,"Connective tissue 15%, seam fat 3%",18,nan,6.25,nan,nan,nan
13501,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE","URMIS #1144, Beef, Chuck, Top Blade Steak",nan,nan,"Connective tissue 14%, seam fat 4%",18,nan,6.25,nan,nan,nan
13502,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED","URMIS #1144, Beef, Chuck, Top Blade Steak",nan,nan,"Connective tissue 17%, seam fat 2%",19,nan,6.25,nan,nan,nan
13519,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW","URMIS #1144, Beef, Chuck, Top Blade Steak",nan,nan,"Connective tissue 14%, seam fat 2%",16,nan,6.25,nan,nan,nan
13520,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW","URMIS #1144, Beef, Chuck, Top Blade Steak",nan,nan,"Connective tissue 15%, seam fat 2%",17,nan,6.25,nan,nan,nan
13523,1300,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW","Beef, Chuck, Top Blade Steak, URMIS #1144",nan,nan,"Connective tissue 14%, seam fat 1%",15,nan,6.25,nan,nan,nan
13595,1300,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw","BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW","URMIS #1623, Beef, Brisket, Flat Half",nan,nan,"Connective tissue 1%, seam fat 9%",10,nan,6.25,nan,nan,nan
13596,1300,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw","BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW","URMIS #1623, Beef, Brsket, Flat Half",nan,nan,"Connective tissue 1%, seam fat 8%",9,nan,6.25,nan,nan,nan
13597,1300,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw","BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW","URMIS #1623, Beef, Brisket, Flat Half",nan,nan,"Connective tissue 1%, seam fat 9%",10,nan,6.25,nan,nan,nan
13598,1300,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","BEEF,SHLDR TOP BLADE STK,BNLES,LN & FAT,0"" ,ALL GRDS,CKD,G",URMIS #1144,nan,nan,Connective tissue 15%,15,nan,6.25,nan,nan,nan
13647,1300,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW","URMIS #1132, URMIS #1133, Beef, Chuck, Clod (Shoulder) Roast or Steak",nan,nan,"Connective tissue 6%, seam fat 1%",7,nan,6.25,nan,nan,nan
13648,1300,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW","URMIS #1132, Urmis #1133, Beef, Chuck, Clod (Shoulder) Roast or Steak",nan,nan,"Connective tissue 6%, seam fat 1%",7,nan,6.25,nan,nan,nan
13649,1300,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW","URMIS #1132, URMIS #1133, Beef, Chuck, Clod (Shoulder) Roast or Steak",nan,nan,"Connective tissue 6%, seam fat 1%",7,nan,6.25,nan,nan,nan
13650,1300,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0"" FAT,CHOIC,CKD,G",URMIS #1144,nan,nan,Connective tissue 14%,14,nan,6.25,nan,nan,nan
13786,1300,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw","BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",URMIS #1095,nan,nan,Connective tissue 8%,8,nan,6.25,nan,nan,nan
13788,1300,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw","BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW",URMIS #1095,nan,nan,Connective tissue 9%,9,nan,6.25,nan,nan,nan
13791,1300,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw","BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW",URMIS #1095,nan,nan,Connective tissue 6%,6,nan,6.25,nan,nan,nan
13795,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",nan,nan,nan,No component data available,nan,nan,6.25,4.27,9.02,3.87
13796,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD",nan,nan,Y,No component data available,nan,nan,6.25,4.27,9.02,3.87
13797,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",nan,nan,nan,No component data available,nan,nan,6.25,4.27,9.02,3.87
13798,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",nan,nan,nan,No component data available,nan,nan,6.25,4.27,9.02,3.87
13799,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",nan,nan,nan,No component data available,nan,nan,6.25,4.27,9.02,3.87
13800,1300,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked","BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD",nan,nan,nan,No component data available,nan,nan,6.25,4.27,9.02,3.87
13803,1300,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",nan,nan,nan,Connective tissue,1,nan,6.25,4.27,9.02,3.87
13804,1300,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",nan,nan,Y,Connective tissue,1,nan,6.25,4.27,9.02,3.87
13805,1300,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",nan,nan,nan,Bone and connective tissue,1,nan,6.25,4.27,9.02,3.87
13806,1300,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",nan,nan,nan,nan,0,nan,6.25,4.27,9.02,3.87
13807,1300,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",nan,nan,nan,Connective tissue,1,nan,6.25,4.27,9.02,3.87
13808,1300,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",nan,nan,nan,Connective tissue,1,nan,6.25,4.27,9.02,3.87
13809,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",nan,nan,nan,Bone and connective tissue,21,nan,6.25,4.27,9.02,3.87
13810,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",nan,nan,Y,Bone and connective tissue,28,nan,6.25,4.27,9.02,3.87
13811,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",URMIS #1864,nan,nan,Bone and connective tissue,15,nan,6.25,4.27,9.02,3.87
13812,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",URMIS #1864,nan,Y,Bone and connective tissue,30,nan,6.25,4.27,9.02,3.87
13813,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",URMIS #1049,nan,nan,Bone and connective tissue,16,nan,6.25,4.27,9.02,3.87
13814,1300,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised","BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",URMIS #1049,nan,Y,Bone and connective tissue,26,nan,6.25,4.27,9.02,3.87
13815,1300,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw","BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",Top Blade Steak,nan,nan,Bone,19,nan,6.25,4.27,9.02,3.87
13816,1300,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised","BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",Top Blade Steak,nan,Y,Bone,23,nan,6.25,4.27,9.02,3.87
